Дней с продажи	Статус клиента	Уровень клиента	Активность клиента	Тип клиента	Последняя покупка	LTV выручка	Периодичность покупок, д. (пп)	Кол-во покупок (пп)	Покупатель	Client_ID	Первая покупка	LTV валовая прибыль	Группа любимых категорий (лк)	Всего любимых категорий (лк)	Самая любимая категория (лк)	Средний чек (пп)	Выручка (пп)	% ВП (пп)	Валовая прибыль (пп)	% редких	Класс редкости
65	1. Разовый	2. Важный	1. Действующий	Известный клиент	27.10.2022	164150	0	1	"ООО ""Ослепительное небо"" ИНН 27048758962"	CL_23921	27.10.2022	76634,79274585558	Гипс-Бюсты | Гипс-Головы | Гипс-розетки, орнаменты	3	Гипс-Бюсты	164150	164150	0,467	76634,79274585558	1	3. Любитель экзотики
30	3. Теряемый клиент	3. Перспективный	1. Действующий	Известный клиент	01.12.2022	28840,5	11	3	"ООО ""Статус"" ИНН 70089301096"	CL_23931	28.10.2022	14171,384381232838	Кисти-Универсальные-Щетина | Кисти-Акварель-Колонок-Соболь | Кисти-Акварель-Синтетика	3	Кисти-Универсальные-Щетина	9614	28840	0,491	14171,384381232838	0	1. Стандартный
23	2. Рабочий клиент	4. Начинающий	1. Действующий	Известный клиент	08.12.2022	22906,549999999996	14	3	"ООО ""Фактор"" ИНН 16227592317"	CL_23941	28.10.2022	11439,442392272345	Черчение-Готовальни | Живопись-темпера-ПВА ЗХК	2	Черчение-Готовальни	7636	22907	0,499	11439,442392272345	0,14285714285714285	2. Энтузиаст
33	3. Теряемый клиент	4. Начинающий	1. Действующий	Известный клиент	28.11.2022	5335	16	2	"ООО ""Жаркая перспектива"" ИНН 34489502907"	CL_23951	28.10.2022	2397,7043116099735	Основы-холст на картоне | Живопись-масло-студия-Сонет ЗХК | ВС масло растворители очистители	3	Основы-холст на картоне	2668	5335	0,449	2397,7043116099735	0	1. Стандартный
6	2. Рабочий клиент	4. Начинающий	1. Действующий	Известный клиент	25.12.2022	16023,9	19	3	"ООО ""Комиссия"" ИНН 86298159640"	CL_23961	28.10.2022	7940,614491286318	ВС масло растворители очистители | Золочение и реставрация-ВС реставрация | Основы-холст на подрамнике-Студенческий-Лен | Золочение и реставрация-патинирование, краска 	4	ВС масло растворители очистители	5341	16024	0,496	7940,614491286318	0,08333333333333333	1. Стандартный
64	1. Разовый	3. Перспективный	1. Действующий	Известный клиент	28.10.2022	27265	0	1	"ООО ""Бесповоротное здание"" ИНН 43410547257"	CL_23971	28.10.2022	14373,926104174254	Живопись-масло-профи-Мастер-Класс ЗХК | Основы-холст грунтованный мерный	2	Живопись-масло-профи-Мастер-Класс ЗХК	27265	27265	0,527	14373,926104174254	0	1. Стандартный
63	1. Разовый	4. Начинающий	1. Действующий	Известный клиент	29.10.2022	1726,6	0	1	"ООО ""Поезд"" ИНН 31187048469"	CL_23981	29.10.2022	893,79	ДПИ-Направления-Каллиграфия-перья, кисти | Графические материалы-маркеры-маркеры	2	ДПИ-Направления-Каллиграфия-перья, кисти	1727	1727	0,518	893,79	0	1. Стандартный
54	4. Потерянный клиент	4. Начинающий	1. Действующий	Известный клиент	07.11.2022	7391,4	5	2	"ООО ""Громкая отрасль"" ИНН 54529969979"	CL_23991	29.10.2022	3737,791015492292	Живопись-гуашь-наборы | Кисти-Акварель-Синтетика | Бумага пастель-листы-профи	3	Живопись-гуашь-наборы	3696	7391	0,506	3737,791015492292	0	1. Стандартный
63	1. Разовый	4. Начинающий	1. Действующий	Известный клиент	29.10.2022	1543,75	0	1	"ООО ""Сказочный пример"" ИНН 75583048855"	CL_24001	29.10.2022	910,8531329394297	ВС масло связующие | Бумага пастель-листы-профи | Кисти-Масло-Синтетика | Бумага пастель-листы-стандарт	4	ВС масло связующие	1544	1544	0,59	910,8531329394297	0	1. Стандартный
5	2. Рабочий клиент	4. Начинающий	1. Действующий	Известный клиент	26.12.2022	19940,05	62	4	"ООО ""Закон"" ИНН 62837029800"	CL_2401	26.07.2021	10073,627281628676	Кисти-Универсальные-Щетина | Живопись-масло-профи-Мастер-Класс ЗХК | Бумага рисовальная-блоки, альбомы | Живопись-масло-студия-Ладога ЗХК | Бумага-Картон-для моделирования	5	Кисти-Универсальные-Щетина	3425	13699	0,494	6764,920508123495	0	1. Стандартный
62	1. Разовый	4. Начинающий	1. Действующий	Известный клиент	30.10.2022	4491,1	0	1	"ООО ""Бескомпромиссный план"" ИНН 39225958930"	CL_24011	30.10.2022	2087,17	Бумага-Картон-пенокартон | ДПИ-Клей-Универсальный | Живопись - инструменты-Ленты клейкие, скотчи	3	Бумага-Картон-пенокартон	4491	4491	0,465	2087,17	0	1. Стандартный
32	4. Потерянный клиент	4. Начинающий	1. Действующий	Известный клиент	29.11.2022	7444,750000000002	8	4	"ПАО ""Отменное министерство"" ИНН 27445705248"	CL_24021	30.10.2022	4157,671752493135	ДПИ-Направления-Стекло-Краски, контуры | ДПИ-Направления-Стекло-ВС	2	ДПИ-Направления-Стекло-Краски, контуры	1861	7445	0,558	4157,671752493135	0	1. Стандартный
10	2. Рабочий клиент	4. Начинающий	1. Действующий	Известный клиент	21.12.2022	4093,3999999999996	26	2	"ООО ""Райская столица"" ИНН 88748278911"	CL_24031	30.10.2022	1824,919395032221	Живопись-Акрил аэрозоль Ferrario Artist's | ДПИ-Клей-Резиновый	2	Живопись-Акрил аэрозоль Ferrario Artist's	2047	4093	0,446	1824,919395032221	0	1. Стандартный
10	2. Рабочий клиент	4. Начинающий	1. Действующий	Известный клиент	21.12.2022	8991,900000000001	17	3	"ООО ""Истовый успех"" ИНН 51811977410"	CL_24041	31.10.2022	5035,99613372597	Живопись-темпера-ПВА ЗХК | Графические материалы-чернографитовые-механические/цанговые	2	Живопись-темпера-ПВА ЗХК	2997	8992	0,56	5035,99613372597	0	1. Стандартный
61	1. Разовый	4. Начинающий	1. Действующий	Известный клиент	31.10.2022	16276,6	0	1	"ООО ""Революционное слово"" ИНН 2006362262"	CL_24051	31.10.2022	8139,373549514104	Кисти-Масло-Наборы	1	Кисти-Масло-Наборы	16277	16277	0,5	8139,373549514104	1	3. Любитель экзотики
61	1. Разовый	4. Начинающий	1. Действующий	Известный клиент	31.10.2022	2968,2	0	1	"ООО ""Решительная комиссия"" ИНН 6615689480"	CL_24061	31.10.2022	1097,12	Литература- Материалы и техники-Ткань	1	Литература- Материалы и техники-Ткань	2968	2968	0,37	1097,12	1	3. Любитель экзотики
